Year,Month,State,Genus Species,Serotype or Genotype,Etiology Status,Location of Preparation,Illnesses,Hospitalizations,Deaths,Food Vehicle,Contaminated Ingredient
2003,10,Maryland,Salmonella enterica,Enteritidis,Confirmed,Private home/residence; Grocery store,27,5,0,"ground beef, other",
2003,1,Washington,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,3,,,greek salad,
2003,7,Washington,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,6,0,0,caesar salad; house salad,
2003,1,Washington,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,7,0,0,"burrito, bean",
2003,3,Washington,Salmonella enterica,Montevideo,Suspected,Restaurant - other or unknown type,3,0,0,,
2003,4,Washington,Bacillus cereus,,Suspected,Restaurant - other or unknown type,2,,,green pea salad; bean salad,
2003,8,Florida,Norovirus Genogroup I,unknown,Suspected,Restaurant - other or unknown type,16,0,0,unspecified fruit,
2003,9,Florida,,,,Restaurant - other or unknown type,2,0,0,"oysters, raw",
2003,8,Florida,Norovirus Genogroup II,unknown,Confirmed,Restaurant - other or unknown type,35,0,0,house salad,
2003,10,Florida,,,,Restaurant - other or unknown type,5,0,0,"beef, unspecified; garlic, unspecified",
2003,9,South Carolina,Salmonella enterica,Enteritidis,Confirmed,Other (describe in remarks),4,4,0,,
2003,8,Alabama,,,,Restaurant - other or unknown type,2,0,0,"ribs, unspecified",
2003,9,Alabama,,,,Restaurant - other or unknown type,2,,,,
2003,9,California,Other - Bacterium,,Suspected,Private home/residence,22,0,0,"enchilada, chicken",
2003,9,California,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,10,0,0,,
2003,9,Florida,Norovirus Genogroup I,unknown,Confirmed,School/college/university,52,,,"romaine lettuce, unspecified",leafy green
2003,4,Vermont,Campylobacter jejuni,,Confirmed,Unknown,18,0,0,"other milk, unpasteurized; other cheese, unpasteurized",milk
2003,11,Minnesota,Norovirus Genogroup I,,Confirmed,"Restaurant - other or unknown type; Fair, festival, other temp or mobile services",3,0,0,,
2003,9,Louisiana,Norovirus Genogroup I,,Confirmed,Caterer (food prepared off-site from where served); Grocery store; Office/indoor workplace,15,0,0,,
2003,1,Louisiana,Norovirus Genogroup I,,Suspected,Private home/residence; Grocery store,10,,,"crawfish/crayfish, unspecified; oysters, raw",
2003,9,Georgia,Salmonella enterica,,Suspected,Private home/residence; Religious facility,41,3,1,"stuffing, unspecified; turkey, unspecified",turkey
2003,10,Georgia,Other - Chemical/Toxin,,Suspected,Other (describe in remarks),26,0,0,"fruit punch, pasteurized",soft drinks
2003,10,New York,Norovirus Genogroup I,,Suspected,Caterer (food prepared off-site from where served),120,,,multiple foods,
2003,10,Georgia,Salmonella enterica,Typhimurium,Confirmed,Other (describe in remarks),3,0,0,,
2003,10,Florida,Salmonella enterica,,Confirmed,Caterer (food prepared off-site from where served),58,,,egg salad/egg salad sandwich,
2003,10,Florida,,,,Restaurant - other or unknown type,3,,,nachos and cheese,
2003,10,Florida,,,,Restaurant - other or unknown type,2,,,egg rolls,
2003,10,Nevada,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,4,0,0,,
2003,4,California,Salmonella enterica,Oranienburg,Confirmed,Restaurant - other or unknown type,11,2,0,,
2003,6,California,Salmonella enterica,Saintpaul,Confirmed,Restaurant - other or unknown type; Private home/residence,17,1,0,"tomato, unspecified; mango, unspecified",
2003,10,California,Campylobacter unknown,,Suspected,Private home/residence; Other (describe in remarks),11,0,0,"queso fresco, unpasteurized",
2003,9,California,Clostridium perfringens; Bacillus cereus,,Suspected; Suspected,Restaurant - other or unknown type,5,0,0,"salsa, unspecified",
2003,6,Ohio,Salmonella enterica,Enteritidis,Confirmed,Restaurant - other or unknown type,17,7,0,"pie, merengue",egg
2003,11,Maryland,,,,Restaurant - other or unknown type,5,0,0,,
2003,10,Illinois,,,,Restaurant - other or unknown type,2,0,0,,
2003,11,Hawaii,Scombroid toxin,,Confirmed,Restaurant - other or unknown type,2,0,0,"fish, mahi mahi",fin fish
2003,9,Oregon,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,6,0,0,,
2003,9,Oregon,Norovirus Genogroup I,,Confirmed,Private home/residence,8,0,0,,
2003,8,Oregon,Norovirus Genogroup I,,Suspected,Other (describe in remarks),14,0,0,"noodles, unspecified",
2003,8,Hawaii,Ciguatoxin,,Confirmed,Private home/residence,2,0,0,grey snapper,fin fish
2003,9,Wisconsin,Salmonella enterica,Newport,Confirmed,Other (describe in remarks),25,0,0,"pork, roasted",
2003,11,Tennessee,Norovirus Genogroup I,,Confirmed,School/college/university,100,0,0,,
2003,9,Oregon,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,38,2,0,"deli meat, sliced turkey; cucumber, unspecified",
2002,12,Virginia,Staphylococcus aureus,,Confirmed,Caterer (food prepared off-site from where served),33,1,0,"chicken, unspecified; ham, unspecified",
2003,9,Hawaii,Ciguatoxin,,Confirmed,Private home/residence,2,0,0,grey snapper,fin fish
2003,11,Illinois,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,3,1,0,,
2003,10,Minnesota,Salmonella enterica,Enteritidis,Confirmed,Restaurant - other or unknown type,30,10,0,"french toast, unspecified",egg
2003,11,Tennessee,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,6,0,0,"ground beef, unspecified",
2003,10,Colorado,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,32,0,0,"sandwich, deli",sprouts; root (eg. potato)
2003,8,Colorado,Scombroid toxin,,Confirmed,Restaurant - other or unknown type,2,0,0,"fish, ahi",
2003,11,Illinois,,,,Restaurant - other or unknown type,2,0,0,,
2003,11,Minnesota,Norovirus Genogroup I,,Confirmed,Other (describe in remarks),81,1,0,ice; stuffed mushroom; salad bar,
2003,11,Minnesota,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,16,0,0,"cake, brownie",
2003,11,Minnesota,Norovirus Genogroup I,,Confirmed,Caterer (food prepared off-site from where served),135,0,0,"gravy, unspecified",
2003,10,Nevada,Norovirus Genogroup I,,Confirmed,Unknown,167,2,0,,
2003,11,Minnesota,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,9,0,0,"tuna, raw",
2003,10,Illinois,,,,Restaurant - other or unknown type,2,0,0,,
2003,9,Hawaii,Ciguatoxin,,Confirmed,Private home/residence,4,0,0,"fish, ulua, unspecified; soup, ulua head",fin fish; fin fish
2003,8,New York,,,,Restaurant - other or unknown type,10,,,,
2003,11,Georgia,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,10,0,0,,
2003,11,Minnesota,Other - Bacterium,,Suspected,Private home/residence; Caterer (food prepared off-site from where served),22,1,0,"gravy, unspecified",
2003,3,Arizona,Salmonella enterica,Enteritidis,Confirmed,Restaurant - other or unknown type,10,0,0,,
2003,5,New York,Listeria monocytogenes,,Confirmed,Unknown,3,,,,
2003,10,Florida,,,,Restaurant - other or unknown type,3,,,"salmon, raw; sushi, unspecified",
2003,10,Florida,,,,Restaurant - other or unknown type,2,,,chicken and rice,
2003,10,Florida,,,,Restaurant - other or unknown type,6,,,"tartar sauce, unspecified",
2003,10,Florida,,,,Restaurant - other or unknown type,3,,,,
2003,10,Wisconsin,Salmonella enterica,Newport,Confirmed,Private home/residence,12,4,0,"ground beef, other",
2003,9,Wisconsin,Salmonella enterica,Oranienburg,Confirmed,Other (describe in remarks),4,0,0,"ground beef, unspecified",
2003,6,Florida,Salmonella enterica,Typhimurium,Confirmed,Restaurant - other or unknown type,30,3,,barbecue sauce,
2003,10,Florida,Scombroid toxin,,Confirmed,Restaurant - other or unknown type,4,,,"salmon, unspecified",
2003,10,Florida,Staphylococcus aureus,,Suspected,Restaurant - other or unknown type,4,,,"sandwich, gyro",
2003,10,Florida,,,,Restaurant - other or unknown type,2,,,"chicken, sweet and sour",
2003,10,Florida,Salmonella enterica,,Suspected,Restaurant - other or unknown type,2,1,,"ribs, unspecified",
2003,2,Georgia,,,,Restaurant - other or unknown type,4,0,0,,
2003,3,Washington,Salmonella enterica,Enteritidis,Confirmed,Restaurant - other or unknown type,47,1,0,"ice cream, fried; eggs, other",
2003,8,Washington,Norovirus Genogroup I,,Confirmed,Caterer (food prepared off-site from where served),41,0,0,"cake, custard-filled",
2003,5,Washington,Salmonella enterica,Weltevreden,Confirmed,Private home/residence,4,,,,
2003,7,Washington,,,,Restaurant - other or unknown type,2,,,chips and salsa,
2003,5,Washington,Scombroid toxin,,Confirmed,Restaurant - other or unknown type,2,0,0,"tuna, bbq",
2003,7,Washington,Salmonella enterica,Typhimurium,Suspected,Restaurant - other or unknown type,3,0,0,"chicken, teriyaki",
2003,10,Washington,Staphylococcus aureus,,Confirmed,Caterer (food prepared off-site from where served),42,6,0,"taco, beef",beef
2003,11,Florida,Staphylococcus aureus,,Suspected,Restaurant - other or unknown type,2,0,0,multiple foods,
2003,10,Alabama,,,,Restaurant - other or unknown type,2,,,"ground beef, hamburger",
2003,10,Alabama,,,,Restaurant - other or unknown type,15,,,,
2003,11,Alabama,,,,Restaurant - other or unknown type,2,0,0,"ground beef, cheeseburger; french fries",
2003,10,Guam,,,,Restaurant - other or unknown type,30,0,0,pancit,
2003,4,New York,Salmonella enterica,Heidelberg,Confirmed,Restaurant - other or unknown type,6,3,,,
2003,10,West Virginia,Other - Virus,,Confirmed,Caterer (food prepared off-site from where served),48,2,0,,
2003,1,California,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,50,0,0,,
2003,7,California,Salmonella enterica,Brandenburg,Confirmed,Other (describe in remarks),8,0,0,,
2003,10,California,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,7,0,0,,
2003,10,California,Clostridium perfringens; Bacillus cereus,,Suspected; Suspected,Other (describe in remarks),8,0,0,"cake, unspecified",
2003,9,California,Salmonella enterica,Litchfield,Confirmed,"Fair, festival, other temp or mobile services",4,2,0,multiple foods,
2003,11,Minnesota,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,4,0,0,,
2003,10,South Carolina,,,,Restaurant - other or unknown type,8,0,0,,
2003,11,South Carolina,Staphylococcus aureus,,Confirmed,Private home/residence,68,0,0,"sandwich, ham; seafood dish, unspecified; pudding, banana",
2003,4,Wisconsin,Salmonella enterica,Agona,Confirmed,Other (describe in remarks),47,8,0,,
2003,11,Tennessee,Staphylococcus aureus,,Confirmed,Restaurant - other or unknown type,5,2,0,"bread, cornbread dressing; turkey, baked; sweet potato, unspecified",
2003,6,Washington DC,Norovirus Genogroup I; Adenovirus,,Suspected; Suspected,Restaurant - other or unknown type; Caterer (food prepared off-site from where served),48,0,0,ice,
2003,10,Georgia,Staphylococcus aureus,,Suspected,Restaurant - other or unknown type,5,0,0,,
2003,9,California,Vibrio parahaemolyticus,,Confirmed,Restaurant - other or unknown type,4,1,0,dim sum,
2003,10,California,Other - Bacterium,,Suspected,Restaurant - other or unknown type,5,0,0,"chicken, fried",
2003,8,California,Salmonella enterica,Schwarzengrund,Confirmed,Private home/residence,29,4,0,"multiple foods; spaghetti, unspecified",
2003,10,California,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,5,0,0,"banana, unspecified",
2003,9,California,Other - Bacterium,,Suspected,Restaurant - other or unknown type,3,0,0,"burrito, unspecified",
2003,10,California,Other - Bacterium,,Suspected,Restaurant - other or unknown type,4,0,0,multiple foods,
2003,10,California,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,7,0,0,"ground beef, hamburger",beef; leafy green
2003,10,Florida,,,,Restaurant - other or unknown type,3,,,unspecified fish; applesauce,
2003,11,Florida,Salmonella enterica,Group L,Confirmed,Private home/residence,5,,,"pork, unspecified",
2003,11,Alabama,,,,Restaurant - other or unknown type,2,,,"ground beef, cheeseburger",
2003,6,Washington DC,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type; Private home/residence; Caterer (food prepared off-site from where served),44,,,"onion, tart; mixed vegetables, unspecified; green salad",
2003,12,Minnesota,Other - Bacterium,,Suspected,Restaurant - other or unknown type,46,0,0,"gravy, unspecified; potato, mashed; potato salad",
2003,11,Florida,,,,Restaurant - other or unknown type,4,,,"chicken, fried",
2003,11,Florida,,,,Restaurant - other or unknown type,4,,,"rice, white",
2003,10,Washington,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,5,0,0,"sandwich, deli",
2003,10,Washington,Bacillus cereus,,Suspected,Restaurant - other or unknown type,3,0,0,"soup, speciality, other",
2003,7,Washington,Clostridium perfringens,,Suspected,Restaurant - other or unknown type,2,,,"refried beans, unspecified",
2003,10,Washington,Salmonella enterica,,Suspected,Restaurant - other or unknown type,2,,,,
2003,7,Washington,,,,Restaurant - other or unknown type,4,,,,
2003,10,Washington,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,18,,,salad bar,
2003,11,Florida,,,,Restaurant - other or unknown type,3,,,"chicken, unspecified",
2003,4,Washington DC,Norovirus unknown; Norovirus Genogroup II,,Confirmed; Confirmed,Caterer (food prepared off-site from where served); Other (describe in remarks),181,0,0,water,
2003,6,Washington DC,Norovirus Genogroup I,,Confirmed,Caterer (food prepared off-site from where served),47,,,"pastry, paris-brest; tomato, basil and mozzarella salad",
2003,10,North Carolina,Salmonella enterica,Montevideo,Confirmed,Restaurant - other or unknown type,25,2,0,"bbq, unspecified",
2003,11,North Carolina,Norovirus Genogroup I,,Confirmed,Private home/residence; Religious facility,32,0,0,ice,
2003,11,North Carolina,Staphylococcus aureus,,Confirmed,Restaurant - other or unknown type,78,6,0,"ham, other",
2003,10,Oregon,,,,Restaurant - other or unknown type,5,,,,
2003,6,Oregon,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,10,0,0,,
2003,11,Illinois,,,,Restaurant - other or unknown type,6,0,0,,
2003,9,Illinois,Staphylococcus aureus,,Suspected,Restaurant - other or unknown type; Private home/residence; Grocery store,11,0,0,,
2003,5,Oregon,,,,Restaurant - other or unknown type,3,0,0,,
2003,11,California,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,3,0,0,,
2003,10,California,Norovirus Genogroup I,,Suspected,Caterer (food prepared off-site from where served),48,,0,,
2003,9,California,Salmonella enterica,Braenderup,Suspected,Restaurant - other or unknown type,2,0,0,"chicken, unspecified",
2003,9,California,Bacillus cereus; Clostridium perfringens,,Suspected; Suspected,Private home/residence; Caterer (food prepared off-site from where served),32,0,0,"salad, unspecified",
2003,11,Oregon,Norovirus Genogroup I,,Confirmed,Unknown,10,0,0,,
2003,11,Oregon,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,5,3,0,,
2003,9,California,Clostridium perfringens; Bacillus cereus,,Suspected; Suspected,Restaurant - other or unknown type,20,0,0,"burrito, chili verde",
2003,8,California,Other - Bacterium,,Suspected,Restaurant - other or unknown type,5,0,0,,
2003,11,California,Salmonella enterica,Enteritidis,Confirmed,Restaurant - other or unknown type,14,0,0,"lettuce, unspecified",
2003,11,California,Bacillus cereus; Clostridium perfringens,,Suspected; Suspected,Restaurant - other or unknown type; Grocery store,5,0,0,,
2003,12,Illinois,Staphylococcus aureus; Bacillus cereus,,Suspected; Suspected,Restaurant - other or unknown type,3,0,0,,
2003,7,Oregon,Norovirus Genogroup I,,Confirmed,Unknown,59,0,0,,
2003,11,Mississippi,,,,School/college/university,9,0,0,"cookies, unspecified",
2003,12,New York,Clostridium perfringens,,Suspected,Restaurant - other or unknown type,11,,,"roast beef, unspecified",
2003,11,New York,,,,Caterer (food prepared off-site from where served),35,,,,
2003,11,Oregon,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,4,0,0,,
2003,6,Oregon,Norovirus Genogroup I,,Confirmed,Camp,34,1,0,,
2003,12,New York,Bacillus cereus,,Suspected,Restaurant - other or unknown type,15,,,"beans, unspecified",
2003,11,Florida,,,,Restaurant - other or unknown type,2,,,"sauces, unspecified",
2003,11,Florida,Vibrio parahaemolyticus,,Suspected,Restaurant - other or unknown type,3,,,"oysters, raw",
2003,11,Florida,Staphylococcus aureus,,Suspected,Restaurant - other or unknown type,2,,,"ground beef, hamburger",
2003,11,Florida,Bacillus cereus,,Suspected,Restaurant - other or unknown type,2,,,"rice, white",
2003,8,Oregon,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Private home/residence,12,2,0,potato salad,
2003,11,Arkansas,Staphylococcus aureus,,Confirmed,Caterer (food prepared off-site from where served),75,0,0,"turkey, smoked; ham, unspecified",turkey; pork
2003,7,Oregon,Norovirus Genogroup I,,Confirmed,"Fair, festival, other temp or mobile services",2,,,"oysters, raw",
2003,8,Oregon,Scombroid toxin,,Suspected,Grocery store,2,,,"tuna, unspecified",
2003,11,Washington,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type; Private home/residence; Other (describe in remarks),28,0,0,"oysters, raw",
2003,8,California,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,13,0,0,unspecified fruit,
2003,6,Washington,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type; Caterer (food prepared off-site from where served); Other (describe in remarks),122,1,0,,
2003,10,California,Bacillus cereus; Clostridium perfringens,,Suspected; Suspected,Restaurant - other or unknown type,10,0,0,"lettuce, unspecified",
2003,8,California,Bacillus cereus; Clostridium perfringens,,Suspected; Suspected,Restaurant - other or unknown type,3,,1,"chicken, unspecified",
2003,7,California,Norovirus Genogroup I,,Confirmed,Office/indoor workplace,25,0,0,,
2003,6,Kansas,,,,Restaurant - other or unknown type; Private home/residence,14,0,0,"vegetable dip, unspecified",
2003,4,Kansas,,,,Restaurant - other or unknown type,4,,,,
2003,5,Kansas,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type; Other (describe in remarks),16,0,0,dessert unspecified,
2003,10,California,Campylobacter unknown,,Suspected,Restaurant - other or unknown type,2,2,0,,
2003,10,California,Norovirus Genogroup I,,Confirmed,Grocery store,24,0,0,,
2003,10,California,Vibrio unknown,,Suspected,Restaurant - other or unknown type,2,,,"oysters, raw",
2003,10,California,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Long-term care/nursing home/assisted living facility,16,10,1,"spinach, unspecified",
2003,8,California,Norovirus Genogroup I,,Confirmed,Other (describe in remarks),8,1,0,"sandwich, unspecified",
2003,9,California,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,10,0,0,,
2003,10,California,Bacillus cereus; Clostridium perfringens,,Suspected; Suspected,Restaurant - other or unknown type,20,0,0,"cilantro, unspecified",
2003,11,California,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,17,1,0,"roast beef, unspecified; seafood, unspecified",beef
2003,10,California,Salmonella enterica,Enteritidis,Confirmed,Restaurant - other or unknown type,76,9,0,"deli meat, multiple",
2003,10,California,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,24,1,0,"salsa, unspecified; guacamole",
2002,5,Minnesota,Clostridium perfringens,,Suspected,Restaurant - other or unknown type,3,0,0,"pork, unspecified; shrimp, unspecified",
2002,4,Minnesota,Norovirus Genogroup I,,Confirmed,Caterer (food prepared off-site from where served),6,0,0,,
2003,12,Kansas,Norovirus unknown,,Confirmed,Restaurant - other or unknown type,25,0,0,"salsa, unspecified; chips, tortilla",
2003,12,Florida,,,,Restaurant - other or unknown type,2,,,"chicken, nuggets/fingers",
2003,12,Florida,,,,Restaurant - other or unknown type,2,,,multiple foods,
2003,5,Kansas,Norovirus unknown,,Confirmed,Caterer (food prepared off-site from where served),12,0,0,,
2003,6,Georgia,Salmonella enterica,Berta,Confirmed,Restaurant - other or unknown type,31,5,1,,
2003,3,California,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,7,0,0,,
2003,5,California,,,,Restaurant - other or unknown type,5,0,0,,
2004,1,Maryland,,,,Restaurant - other or unknown type,5,0,0,,
2003,12,Minnesota,,,,Restaurant - other or unknown type,9,0,0,"tuna, unspecified",
2003,12,Minnesota,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type; Private home/residence,6,0,0,,
2004,1,Maryland,,,,Restaurant - other or unknown type,10,0,0,"dips, unspecified; chicken, unspecified",
2003,6,California,Campylobacter jejuni,,Confirmed,Caterer (food prepared off-site from where served),5,0,0,"chicken, unspecified",
2003,12,Minnesota,Cryptosporidium parvum,,Confirmed,Private home/residence; Grocery store,9,0,0,,
2003,8,Hawaii,,,,Restaurant - other or unknown type,3,0,0,,
2002,12,California,Other - Chemical/Toxin,,Suspected,Restaurant - other or unknown type,5,0,0,unspecified vegetables,
2003,12,Florida,Bacillus cereus; Clostridium perfringens,,Suspected; Suspected,Private home/residence; Grocery store,12,0,0,"cake, custard-filled",
2003,3,Iowa,Other - Chemical/Toxin,,Confirmed,Religious facility,133,20,0,"punch, unspecified",
2003,3,Iowa,,,,Restaurant - other or unknown type,7,0,0,,
2003,12,Iowa,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,10,0,0,"roast beef, other",
2003,4,Iowa,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,14,0,0,,
2003,10,Iowa,Norovirus Genogroup I,,Confirmed,Long-term care/nursing home/assisted living facility,64,0,0,,
2003,12,Oregon,Clostridium perfringens,,Suspected,Caterer (food prepared off-site from where served),19,0,0,"chicken, teriyaki",chicken; sauces/ dressings
2003,10,Oregon,Norovirus Genogroup I,,Confirmed,Long-term care/nursing home/assisted living facility,24,0,0,,
2003,12,Minnesota,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,4,0,0,,
2003,11,Wisconsin,Salmonella enterica,Javiana,Confirmed,Other (describe in remarks),4,0,0,,
2003,11,Wisconsin,Yersinia enterocolitica,,Confirmed,Private home/residence,4,4,0,"pork, chitterlings",
2003,11,New York,Clostridium perfringens,,Confirmed,Restaurant - other or unknown type,6,,,"turkey, roasted",
2003,11,New York,,,,Caterer (food prepared off-site from where served); Grocery store,6,,,,
2002,8,California,Staphylococcus aureus,,Suspected,Restaurant - other or unknown type,6,,,"shrimp, unspecified",
2003,11,California,,,,Restaurant - other or unknown type,5,,,french fries,
2004,1,Wisconsin,Norovirus Genogroup I,,Confirmed,School/college/university,31,0,0,"sandwich, turkey",
2003,11,Oregon,Salmonella enterica,Muenster,Confirmed,Restaurant - other or unknown type,5,0,0,,
2003,7,California,Staphylococcus aureus,,Suspected,Restaurant - other or unknown type,2,0,0,,
2003,10,California,Bacillus cereus; Clostridium perfringens,,Suspected; Suspected,Caterer (food prepared off-site from where served),17,0,0,multiple salads,
2003,12,California,Bacillus cereus; Clostridium perfringens,,Suspected; Suspected,Restaurant - other or unknown type,15,0,0,"chicken, unspecified",
2003,11,California,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,7,0,0,,
2003,12,California,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,4,0,0,"oysters, unspecified",
2003,9,California,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,Restaurant - other or unknown type; School/college/university,51,11,0,lettuce-based salads unspecified,
2003,12,North Carolina,Staphylococcus aureus,,Confirmed,Restaurant - other or unknown type,14,0,0,"pork, bbq; beans, baked",
2003,11,Florida,,,,Restaurant - other or unknown type,2,0,0,multiple foods,
2002,4,Multistate,Salmonella enterica,Poona,Confirmed,Private home/residence; Grocery store; Long-term care/nursing home/assisted living facility,48,10,,cantaloupe,
2003,12,Florida,Salmonella enterica,,Suspected,Restaurant - other or unknown type,5,1,0,chef salad,chicken
2002,7,Multistate,Listeria monocytogenes,,Confirmed,Restaurant - other or unknown type; Other (describe in remarks),54,,8,"deli meat, sliced turkey",
2004,1,Illinois,,,,Restaurant - other or unknown type,3,0,0,,
2004,1,Florida,,,,Restaurant - other or unknown type,2,0,0,speciality salads unspecified,turkey
2004,1,Florida,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,2,0,0,multiple foods,
2003,12,Delaware,,,,Caterer (food prepared off-site from where served),44,0,0,"turkey and gravy; turkey, roasted",
2003,11,Oregon,Bacillus cereus; Staphylococcus aureus,,Suspected; Suspected,Restaurant - other or unknown type,8,0,0,,
2003,5,New York,Salmonella enterica,,Confirmed,Private home/residence,7,1,,"chicken, other",chicken
2003,11,Louisiana,Staphylococcus aureus,,Confirmed,Grocery store,32,0,0,"rice dishes, unspecified",
2003,8,Oregon,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,14,0,0,,
2003,11,Florida,,,,Restaurant - other or unknown type,2,,,"steak, sirloin; lettuce-based salads unspecified",
2003,12,Florida,Vibrio parahaemolyticus; Vibrio cholerae; Other - Bacterium,Other; ,Confirmed; Confirmed; Confirmed,Caterer (food prepared off-site from where served),115,2,,seafood newberg,shellfish
2003,11,Iowa,Norovirus Genogroup I,,Confirmed,School/college/university,187,0,0,,
2003,7,Massachusetts,Salmonella enterica; Salmonella enterica; Salmonella enterica,Newport; Muenster; Heidelberg,Confirmed; Suspected; Suspected,Prison/jail,39,2,0,"chicken, baked",
2003,2,Florida,Norovirus Genogroup I,,Suspected,Other (describe in remarks),59,,0,multiple foods,
2003,10,Utah,Clostridium botulinum,,Confirmed,Private home/residence,2,2,2,,
2004,1,Wisconsin,Norovirus Genogroup II,,Confirmed,Caterer (food prepared off-site from where served),21,1,0,green salad,
2004,1,Wisconsin,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,7,,,ice,
2004,1,Wisconsin,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,10,0,0,,
2003,10,Oregon,Salmonella enterica,Oranienburg,Confirmed,Other (describe in remarks),5,2,0,,
2003,12,Oregon,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,6,,,,
2004,1,Georgia,Norovirus Genogroup I,,Suspected,Caterer (food prepared off-site from where served),9,0,0,"sandwich, club",
2004,1,Illinois,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type; Private home/residence,20,0,0,"sandwich, deli",
2004,1,Illinois,Norovirus Genogroup I,,Suspected,Grocery store; Other (describe in remarks),29,0,0,"cake, unspecified",
2004,1,Illinois,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,8,0,0,,
2003,12,Florida,Norovirus Genogroup I,,Suspected,Caterer (food prepared off-site from where served); Grocery store,19,0,0,"sandwich, other vegetable",
2004,1,Illinois,,,,Restaurant - other or unknown type,2,0,0,,
2003,12,New York,Norovirus Genogroup I,,Suspected,Private home/residence,21,,,"cookies, unspecified",
2004,1,Minnesota,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,8,0,0,,
2004,1,Minnesota,Norovirus Genogroup I,,Suspected,Restaurant - other or unknown type,6,0,0,,
2004,1,Minnesota,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type; Caterer (food prepared off-site from where served),34,0,0,"sandwich, submarine",
2004,1,Minnesota,Norovirus Genogroup I,,Confirmed,Restaurant - other or unknown type,3,0,0,,
2003,11,Alabama,,,,Restaurant - other or unknown type,2,0,0,,
2003,8,Vermont,Salmonella enterica,Typhimurium,Confirmed,Unknown,6,3,0,,
2003,4,Minnesota,Scombroid toxin,,Suspected,Restaurant - other or unknown type,2,0,0,"tuna, unspecified",
2004,1,Georgia,,,,Restaurant - other or unknown type,3,0,0,,
2003,9,Massachusetts,Other - Chemical/Toxin,,Suspected,Caterer (food prepared off-site from where served),31,0,0,"tortilla, unspecified",
2003,7,New Mexico,Norovirus Genogroup I,,Confirmed,Camp,18,0,0,,
2003,4,New Mexico,Clostridium perfringens,,Confirmed,Prison/jail,105,0,0,"burrito, unspecified; burrito, bean; refried beans, unspecified",
2003,6,New Mexico,Salmonella enterica,Typhimurium,Confirmed,Restaurant - other or unknown type,64,,,,
2003,12,California,Staphylococcus aureus,,Suspected,Restaurant - other or unknown type,5,0,0,"pizza, meat and vegetable",
2003,12,Hawaii,Scombroid toxin,,Confirmed,Restaurant - other or unknown type,15,0,0,"fish, mahi mahi",fin fish
