Year,Month,State,Location,Food,Ingredient,Species,Serotype/Genotype,Status,Illnesses,Hospitalizations,Fatalities
2005,August,Alaska,Private Home/Residence,"Salmon, Unspecified",,Clostridium botulinum,,Confirmed,4,2,0
2005,August,Alaska,Private Home/Residence,Salmon Heads,,Clostridium botulinum,,Confirmed,4,2,0
2005,August,Arizona,Restaurant,,,,,,4,0,0
2005,August,California,,Oysters,Oysters,Vibrio parahaemolyticus,,Suspected,14,0,0
2005,August,California,Restaurant,Fish Salad,Fin Fish,Scombroid toxin,,Confirmed,3,0,0
2005,August,California,Restaurant,,,Staphylococcus other,,Suspected,2,0,0
2005,August,California,Restaurant,,,Bacterium,,Suspected,6,1,0
2005,August,California,Restaurant,,,Norovirus genogroup I,,Suspected,4,0,0
2005,August,California,Private Home/Residence; Grocery Store,Tuna Burger,,Scombroid toxin,,Confirmed,5,,
2005,August,California,,"Salad, Unspecified; Corn",,Bacterium,,Suspected,4,0,0
2005,August,California,Restaurant,"Ethnic Style, Unspecified",,,,,3,0,0
2005,August,California,Restaurant,"Salsa, Unspecified",,Salmonella enterica,Enteritidis,Confirmed,30,2,0
2005,August,California,,Popcorn,,Bacterium,,Suspected,3,0,0
2005,August,California,Restaurant,Tuna Steak,Fin Fish,Scombroid toxin,,Confirmed,5,0,0
2005,August,California,Private Home/Residence,Ceviche,Shellfish,Salmonella unknown,,Suspected,2,1,0
2005,August,California,Restaurant,"Bbq, Unspecified",,Bacillus cereus; Clostridium perfringens,,Suspected; Suspected,8,0,0
2005,August,California,Private Home/Residence,"Gelatin, Unspecified",,Bacterium,,Suspected,8,0,0
2005,August,Colorado,Restaurant,Shrimp Dishes Unspecified,,Salmonella enterica,Typhimurium var Cope,Confirmed,4,1,0
2005,August,Colorado,Grocery Store,"Beef, Other",,Clostridium perfringens,,Confirmed,8,0,0
2005,August,Colorado,Catering Service,,,Norovirus genogroup I,,Suspected,24,0,0
2005,August,Colorado,Restaurant,"Pasta, Unspecified",Chicken,Norovirus genogroup I,,Confirmed,7,1,0
2005,August,Florida,Restaurant,"Ethnic Style, Buffet",,Staphylococcus aureus,,Suspected,2,,
2005,August,Florida,Restaurant,"Ethnic Style, Unspecified",,,,,3,,
2005,August,Florida,Restaurant,Oriental Chicken Salad,,,,,2,,
2005,August,Florida,Restaurant,"Steak, Prime Rib",,Clostridium perfringens,,Suspected,8,0,0
2005,August,Florida,Restaurant,,,,,,3,,
2005,August,Florida,Private Home/Residence,"Pork, Bbq",,Salmonella enterica,,Confirmed,36,0,0
2005,August,Georgia,Restaurant,,,,,,6,0,0
2005,August,Georgia,,Strawberries,"Fruit, Unspecified",Norovirus genogroup I,,Confirmed,40,0,0
2005,August,Georgia,Private Home/Residence,"Ground Beef, Hamburger",Beef,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,6,1,0
2005,August,Georgia,Restaurant,"Sandwich, Other Egg/Poultry",Egg,Staphylococcus aureus,,Confirmed,15,4,0
2005,August,Hawaii,,"Fish, Mackeral",,Staphylococcus aureus,,Confirmed,2,0,0
2005,August,Hawaii,Restaurant,,,Campylobacter jejuni,,Confirmed,11,0,0
2005,August,Hawaii,,"Fish, Ahi",,Scombroid toxin,,Confirmed,2,0,0
2005,August,Hawaii,Unknown,"Fish, Mahi Mahi",,Scombroid toxin,,Confirmed,2,,
2005,August,Hawaii,Private Home/Residence,"Fish, Ulua",,Ciguatoxin,,Confirmed,2,0,0
2005,August,Hawaii,Restaurant,"Fish, Ahi",,Scombroid toxin,,Confirmed,2,0,0
2005,August,Illinois,Restaurant,,,,,,6,0,0
2005,August,Illinois,Restaurant,,,Norovirus genogroup I,,Suspected,20,1,0
2005,August,Illinois,School/College/University,,,Norovirus genogroup I,,Confirmed,31,0,0
2005,August,Illinois,Restaurant,Nachos And Cheese,,,,,2,0,0
2005,August,Illinois,Restaurant,,,,,,4,0,0
2005,August,Illinois,Restaurant,,,,,,2,0,0
2005,August,Kansas,Restaurant,,,,,,4,0,0
2005,August,Kansas,Restaurant,,,,,,3,0,0
2005,August,Maryland,Restaurant,"Chicken, Fried",,,,,4,0,0
2005,August,Maryland,Restaurant,,,Norovirus genogroup II,Unknown,Confirmed,12,0,0
2005,August,Michigan,,,,Norovirus genogroup I,,Confirmed,30,0,0
2005,August,Michigan,Catering Service,,,,,,21,0,0
2005,August,Michigan,Restaurant,"Pizza, Meat",,,,,3,0,0
2005,August,Michigan,,,,Norovirus genogroup I,,Confirmed,30,0,0
2005,August,Michigan,Religious Facility,Taco Meat,Ground Beef,Bacillus cereus,,Confirmed,27,0,0
2005,August,Minnesota,Catering Service,"Soda, Unspecified",,Norovirus genogroup I,,Confirmed,21,0,0
2005,August,Minnesota,Private Home/Residence,Stuffed Chicken,,Salmonella enterica,Enteritidis,Confirmed,27,6,0
2005,August,Missouri,Private Home/Residence,"Sandwich, Deli",,,,,27,0,0
2005,August,Montana,Private Home/Residence,Multiple Salads,,,,,30,4,0
2005,August,Multistate,Restaurant,"Oysters, Raw","Oysters, Raw",Hepatitis A,,Confirmed,39,3,0
2005,August,New York,Restaurant,Rice And Peas,Rice,Bacillus cereus,,Suspected,16,0,0
2005,August,New York,Restaurant,,,,,,7,0,0
2005,August,New York,Catering Service,,,,,,10,0,0
2005,August,New York,Prison/Jail,,,"Escherichia coli, Shiga toxin-producing",O45,Confirmed,52,3,0
2005,August,New York,Restaurant,"Tuna, Unspecified",Fin Fish,Scombroid toxin,,Confirmed,2,0,0
2005,August,New York,Camp,Unspecified Vegetables,,Giardia intestinalis,,Confirmed,50,0,0
2005,August,New York,Catering Service,"Chicken, Grilled",Chicken,,,,41,1,0
2005,August,Ohio,Unknown,,,Norovirus genogroup I,,Confirmed,5,0,0
2005,August,Ohio,Restaurant,,,Norovirus genogroup I,,Confirmed,2,1,0
2005,August,Ohio,Restaurant,,,,,,2,0,0
2005,August,Ohio,Restaurant,,,,,,2,0,0
2005,August,Ohio,Restaurant,"Salad, Other",,Clostridium perfringens,,Suspected,2,0,0
2005,August,Ohio,Catering Service,,,Salmonella enterica,Javiana,Confirmed,21,3,0
2005,August,Ohio,Restaurant; Catering Service,Fruit Salad,,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,18,6,1
2005,August,Oregon,Restaurant,,,Salmonella enterica,Montevideo,Confirmed,4,0,0
2005,August,Oregon,,,,Salmonella enterica,Typhimurium,Suspected,9,0,0
2005,August,Oregon,Restaurant,"Fish, Escolar",,Scombroid toxin,,Confirmed,3,0,0
2005,August,Utah,Private Home/Residence,"Ice Cream, Homemade",Egg,Salmonella enterica,Enteritidis,Suspected,7,0,0
2005,August,Washington,Catering Service,,,Norovirus genogroup I,,Suspected,30,0,0
2005,August,Washington,Restaurant,,,Salmonella enterica,Javiana,Suspected,6,0,
2005,August,Washington,Restaurant,,,,,,4,0,0
2005,August,Washington,Restaurant,"Liver, Chicken",,Campylobacter unknown,,Confirmed,9,0,0
2005,August,Washington,,"Oysters, Raw",,Vibrio unknown,,Suspected,2,,
2005,August,Wisconsin,,,,,,,17,0,0
2005,September,Arizona,,"Whole Milk, Unpasteurized",,Campylobacter jejuni,,Confirmed,13,1,0
2005,September,California,Restaurant,"Bread, Unspecified; Cake, Cheese",,,,,4,0,0
2005,September,California,Catering Service,"Sandwich, Roast Beef",,Norovirus genogroup I,,Confirmed,50,1,0
2005,September,California,Restaurant; Private Home/Residence,Chicken Dishes,,Shigella sonnei,,Confirmed,100,2,0
2005,September,California,Restaurant,,,Salmonella enterica,Enteritidis,Confirmed,20,,
2005,September,California,Restaurant,"Fish, Escolar",Fin Fish,Scombroid toxin,,Confirmed,5,0,0
2005,September,California,Private Home/Residence,,,Salmonella unknown,,Suspected,2,0,0
2005,September,California,Restaurant,"Chicken, Strips",,Chemical or toxin,,Suspected,2,0,0
2005,September,California,Restaurant; Private Home/Residence,,,Norovirus genogroup I,,Suspected,10,0,0
2005,September,California,Grocery Store,"Queso Fresco, Unpasteurized",,Salmonella enterica,Typhimurium,Suspected,12,2,0
2005,September,California,Unknown,"Queso Fresco, Unpasteurized",,Salmonella enterica,Typhimurium,Suspected,3,0,0
2005,September,California,,"Queso Fresco, Unpasteurized",Milk,Salmonella unknown,,Confirmed,2,0,0
2005,September,Colorado,Restaurant,Shrimp Dishes Unspecified,,Norovirus genogroup I,,Suspected,4,0,0
2005,September,Colorado,Catering Service,"Tomato, Unspecified",,Norovirus genogroup I,,Confirmed,17,0,0
2005,September,Colorado,Prison/Jail,"Milk, 1% Milk Pasteurized",Milk,Campylobacter jejuni,,Confirmed,200,1,0
2005,September,Connecticut,Private Home/Residence,,,Salmonella enterica,Typhimurium,Confirmed,6,1,0
2005,September,Florida,Private Home/Residence,"Steak, Sirloin","Steak, Sirloin",,,,4,0,0
2005,September,Florida,Restaurant,Specialty/Ethnic Dishes,,,,,2,,
2005,September,Florida,Restaurant,"Salsa, Unspecified",,,,,4,,
2005,September,Florida,Restaurant,,,Salmonella other,,Confirmed,7,,
2005,September,Florida,Restaurant,Meat Casserole,,,,,3,0,0
2005,September,Florida,Private Home/Residence,"Shrimp, Baked",,,,,2,0,0
2005,September,Florida,Grocery Store,,,,,,8,,
2005,September,Georgia,Private Home/Residence,"Taco Dip; Grapes, Unspecified","Fruit, Unspecified",Norovirus genogroup I,,Confirmed,22,0,0
2005,September,Georgia,,,,,,,16,1,0
2005,September,Hawaii,Private Home/Residence,"Shrimp, Raw",,Salmonella enterica,Weltevreden,Confirmed,7,2,0
2005,September,Hawaii,Private Home/Residence,"Fish, Palani (Surgeon)",,Ciguatoxin,,Confirmed,3,0,0
2005,September,Hawaii,Restaurant,"Fish, Ahi",,Scombroid toxin,,Confirmed,2,1,0
2005,September,Idaho,Restaurant,"Refried Beans, Unspecified",Rice,Norovirus genogroup I,,Confirmed,17,0,0
2005,September,Illinois,Catering Service,,,,,,21,0,0
2005,September,Illinois,Catering Service,,,Norovirus genogroup I,,Suspected,24,0,0
2005,September,Illinois,Restaurant,,,,,,5,0,0
2005,September,Illinois,Restaurant,,,,,,7,0,0
2005,September,Iowa,Restaurant,Cheese; Relish Tray,Cheese; Leafy Green; Root (Eg. Potato),Norovirus genogroup I,,Suspected,27,0,0
2005,September,Maine,Restaurant; Catering Service,"Beef, Other",,Shigella flexneri,Serotype 2a,Confirmed,49,,0
2005,September,Michigan,Restaurant,,,,,,2,0,0
2005,September,Michigan,Restaurant,"House Salad; Chicken, Fried",,,,,2,0,0
2005,September,Minnesota,Restaurant,,,Salmonella enterica,Enteritidis,Confirmed,3,1,0
2005,September,Minnesota,Office/Indoor Workplace,"Salad Bar; Sandwich, Unspecified",,Norovirus genogroup I,,Confirmed,39,0,0
2005,September,Multistate,,"Lettuce, Prepackaged",,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,34,12,
2005,September,New Jersey,Restaurant,,,Salmonella enterica,Enteritidis,Confirmed,13,0,0
2005,September,New York,Restaurant,"Oysters, Raw","Oysters, Raw",Vibrio parahaemolyticus,,Suspected,2,0,0
2005,September,New York,Grocery Store,"Sandwich, Deli",,Salmonella enterica,Enteritidis,Confirmed,25,1,0
2005,September,North Carolina,Restaurant,"Chicken, Grilled",,Salmonella enterica,Enteritidis,Confirmed,83,2,0
2005,September,North Carolina,Fair/Festival,"Pork, Bbq",,Salmonella enterica,Javiana,Confirmed,17,0,0
2005,September,North Carolina,,"Squash, Unspecified",,Norovirus unknown,,Confirmed,15,0,0
2005,September,North Carolina,School/College/University,,,Norovirus unknown,,Confirmed,10,,
2005,September,North Carolina,Camp,,,Norovirus unknown,,Confirmed,53,1,0
2005,September,North Carolina,Restaurant,,,,,,12,,
2005,September,Ohio,School/College/University,"Potato, Mashed",,Chemical or toxin,,Suspected,5,0,0
2005,September,Ohio,Catering Service,"Sandwich, Chicken",,,,,22,0,0
2005,September,Ohio,Restaurant; Catering Service,"Steak, Other",,Clostridium perfringens,,Confirmed,3,,
2005,September,Oregon,Religious Facility,,,Salmonella enterica,Heidelberg,Confirmed,4,0,0
2005,September,Pennsylvania,Restaurant,"Beef, Unspecified",,Clostridium perfringens,,Confirmed,9,0,0
2005,September,Pennsylvania,Restaurant,,,Norovirus genogroup I,,Confirmed,26,0,0
2005,September,Republic of Palau,Private Home/Residence,"Fried Rice, Unspecified",,Bacillus cereus,,Suspected,6,0,0
2005,September,South Carolina,Restaurant,,,Norovirus unknown,,Confirmed,12,1,0
2005,September,South Dakota,Banquet Facility,,,Norovirus unknown,,Confirmed,35,0,0
2005,September,Utah,,"Whole Milk, Unpasteurized",Milk,Campylobacter jejuni,,Confirmed,11,0,0
2005,September,Virginia,Private Home/Residence,"Pasta Salad; Chicken, Bbq",,Staphylococcus aureus,,Confirmed,59,,
2005,September,Washington,Restaurant,"Fried Rice, Unspecified",,Bacillus cereus,,Suspected,2,0,0
2005,September,Washington,Restaurant,"Parsley, Unspecified; House Salad",,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,4,2,0
2005,September,Washington,Unknown,"Parsley, Unspecified; House Salad",,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,2,2,0
2005,September,Washington,Nursing Home/Assisted Living Facility,,,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,14,5,2
2005,September,Wisconsin,Restaurant,"Gravy, Sausage",,Salmonella enterica,Montevideo,Confirmed,6,2,0
2005,September,Wisconsin,Restaurant,"Ham, Other",,Staphylococcus aureus,,Confirmed,9,0,0
2005,October,California,Restaurant,"Shell Eggs, Scrambled Soft",Egg,Norovirus genogroup I,,Suspected,17,0,0
2005,October,California,,,,Norovirus genogroup I,,Suspected,4,0,0
2005,October,California,Restaurant; Private Home/Residence; Catering Service,,,Norovirus genogroup II,Unknown,Confirmed,24,0,0
2005,October,California,Grocery Store,"Meat, Unspecified; Beans, Unspecified",Legume,Chemical or toxin,,Suspected,5,0,0
2005,October,California,Restaurant,"Sandwich, Other",,Norovirus genogroup I,,Suspected,5,,
2005,October,California,Restaurant,"Dessert, Other",,,,,3,0,0
2005,October,California,Restaurant,"Eggs, Unspecified",Egg,Salmonella enterica,Enteritidis,Confirmed,6,0,0
2005,October,California,Restaurant,,,Bacterium,,Suspected,5,0,0
2005,October,California,Restaurant,"Cake, Unspecified",,Norovirus genogroup I,,Confirmed,16,0,0
2005,October,California,Restaurant,Unspecified Vegetables,,Hepatitis A,,Confirmed,16,2,0
2005,October,California,Restaurant,"Burrito, Cheese",,Norovirus genogroup I,,Confirmed,22,0,0
2005,October,California,School/College/University,,,Chemical or toxin,,Suspected,166,0,0
2005,October,California,Restaurant,"Grapes, Unspecified",,Bacillus cereus; Clostridium perfringens; Bacterium,,Suspected; Suspected; Suspected,6,0,0
2005,October,Connecticut,Private Home/Residence,Deli Tray,,Norovirus genogroup I,,Suspected,25,1,0
2005,October,Florida,Restaurant,"Pizza, Meat",,,,,3,,
2005,October,Florida,Restaurant,"Sandwich, Deli",,,,,4,,
2005,October,Florida,Catering Service,"Sandwich, Cuban",,Norovirus unknown,,Suspected,16,,
2005,October,Florida,Restaurant,"Tomato, Unspecified; Iceberg Lettuce, Unspecified",,,,,2,,
2005,October,Florida,Restaurant,Coleslaw,,Staphylococcus unknown,,Suspected,6,,
2005,October,Florida,Restaurant,"Ethnic Style, Buffet",,Bacillus cereus,,Suspected,2,,
2005,October,Florida,Restaurant,Crab Rangoon,,Bacillus cereus,,Suspected,3,,
2005,October,Florida,Private Home/Residence,Macaroni Salad,,Salmonella enterica,,Confirmed,8,3,0
2005,October,Georgia,Private Home/Residence; Religious Facility,"Turkey, Roasted; Stuffing/Gravy",,Salmonella enterica,Heidelberg,Confirmed,35,9,0
2005,October,Georgia,Restaurant,"Bbq, Unspecified",,,,,19,0,0
2005,October,Georgia,Restaurant,"Hot Dog, Unspecified",,Staphylococcus aureus,,Suspected,2,0,0
2005,October,Georgia,Restaurant,,,Salmonella enterica,Group B,Suspected,3,1,0
2005,October,Hawaii,Restaurant,"Fish, Ahi",,Scombroid toxin,,Confirmed,2,0,0
2005,October,Idaho,Restaurant,,,Norovirus genogroup I,,Confirmed,2,0,0
2005,October,Illinois,,"Pineapple, Unspecified",,Mycotoxins,,Suspected,25,0,0
2005,October,Illinois,Private Home/Residence; Catering Service,"Green Salad; Chicken, Other",,Norovirus genogroup I,,Suspected,45,1,0
2005,October,Illinois,School/College/University,,,Norovirus genogroup I,,Confirmed,43,0,0
2005,October,Illinois,,"Fruit Juice, Unspecified",,Mycotoxins,,Suspected,21,1,0
2005,October,Iowa,Catering Service,"Corn, Unspecified; Roast Beef, Unspecified",Produce; Beef,Bacillus cereus; Clostridium perfringens,,Suspected; Suspected,41,0,0
2005,October,Maryland,,,,,,,9,0,0
2005,October,Maryland,Prison/Jail,,,Staphylococcus aureus,,Confirmed,21,0,0
2005,October,Michigan,Restaurant,"Burrito, Beef",,Clostridium perfringens; Bacillus cereus,,Suspected; Suspected,9,0,0
2005,October,Minnesota,Restaurant,"Fish, Escolar",,Scombroid toxin,,Suspected,20,0,0
2005,October,Montana,,,,Salmonella enterica,Enteritidis,Confirmed,47,,
2005,October,Multistate,,"Lettuce, Prepackaged; Grapes, Green",,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,12,4,0
2005,October,New York,Private Home/Residence,"Ground Beef, Hamburger",Ground Beef,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,3,0,0
2005,October,New York,Restaurant,"Roast Beef, Other",Beef; Sauces/ Dressings,Bacillus cereus,,Suspected,3,0,0
2005,October,New York,Private Home/Residence,Mushrooms,Fungus,Mycotoxins,,Confirmed,4,2,0
2005,October,New York,Restaurant,Specialty/Ethnic Dishes; Samosa,Chicken; Egg,,,,10,0,0
2005,October,New York,Restaurant; Private Home/Residence; Grocery Store,"Chicken, Grilled",Chicken,Listeria monocytogenes,,Confirmed,3,3,0
2005,October,New York,Restaurant,,,Norovirus genogroup I,,Suspected,18,0,0
2005,October,New York,Banquet Facility,"Ice Cream, Commercial; Ice Tea; Caesar Salad",Ice Cream; Water Based (Eg. Drink Mix); Leafy Green,,,,25,0,0
2005,October,North Carolina,Restaurant,"Cake, Cream Cheese; Cheese Bread",,Salmonella enterica,Newport,Confirmed,14,1,0
2005,October,North Carolina,Restaurant,Potato Salad,,,,,16,0,0
2005,October,Ohio,Restaurant,,,,,,2,0,0
2005,October,Ohio,Restaurant,,,,,,2,0,0
2005,October,Ohio,Restaurant,,,,,,2,0,0
2005,October,Ohio,Grocery Store,"Honeydew Melon; Sausage, Italian",,,,,11,0,0
2005,October,Oregon,Restaurant,Guacamole,,Norovirus unknown,,Confirmed,13,0,0
2005,October,Oregon,Restaurant,Other Food,,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,64,1,0
2005,October,Pennsylvania,Private Home/Residence,,,Campylobacter jejuni,,Confirmed,5,,
2005,October,Pennsylvania,Restaurant,"Tomato, Unspecified",,Norovirus genogroup I,,Suspected,19,0,0
2005,October,Pennsylvania,Restaurant,"Beef, Unspecified",Egg,Salmonella enterica,Enteritidis,Confirmed,11,0,0
2005,October,Pennsylvania,,Potato Salad,Root (Eg. Potato); Sauces/ Dressings,Norovirus genogroup I,,Confirmed,118,,
2005,October,Republic of Palau,Private Home/Residence,,,,,,3,0,0
2005,October,South Carolina,Prison/Jail,,,,,,31,0,0
2005,October,Texas,Banquet Facility,,,,,,13,0,0
2005,October,Utah,Restaurant,,,,,,23,,
2005,October,Washington,Restaurant,,,,,,3,0,0
2005,October,Washington,Restaurant,Caesar Salad,,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,9,1,0
2005,October,Washington,,"Oysters, Raw",,Norovirus genogroup I,,Confirmed,49,0,0
2005,October,Washington,Restaurant,"Sauces, Unspecified",,Staphylococcus aureus,,Suspected,2,0,0
2005,October,Washington,Restaurant,Chicken Dishes,,,,,6,0,0
2005,October,Wisconsin,Religious Facility,"Liver, Chicken",,Campylobacter jejuni,,Confirmed,13,2,0
2005,November,California,,,,Norovirus genogroup II,Unknown,Confirmed,3,0,0
2005,November,California,Restaurant,"Salad, Other",,Norovirus genogroup I,,Suspected,5,0,0
2005,November,California,Private Home/Residence,,,Norovirus genogroup I,Unknown,Confirmed,11,0,0
2005,November,California,Private Home/Residence,"Salmon, Unspecified",,Clostridium botulinum,,Confirmed,2,2,1
2005,November,California,Private Home/Residence,"Turkey, Unspecified",Turkey,Salmonella enterica,Group B,Confirmed,6,0,0
2005,November,California,Restaurant,Unspecified Vegetables,"Vegetables, Unspecified",Hepatitis A,,Confirmed,5,0,0
2005,November,California,,"Queso Fresco, Unpasteurized",,Shigella unknown,,Suspected,2,0,0
2005,November,Colorado,,"Whole Milk, Unpasteurized",Milk,Campylobacter jejuni,,Confirmed,5,0,0
2005,November,Colorado,Restaurant,"Sandwich, Deli",,Shigella boydii,Unknown,Suspected,2,0,0
2005,November,Connecticut,Office/Indoor Workplace,"Potato Chips; Cookies, Unspecified",,Norovirus unknown,,Confirmed,11,0,0
2005,November,Florida,Restaurant,"Ground Beef, Hamburger",,Salmonella enterica,Group D1,Suspected,2,,
2005,November,Florida,Restaurant,Egg Rolls,,,,,4,,
2005,November,Florida,Restaurant,"Ground Beef, Hamburger",,Staphylococcus aureus,,Suspected,2,,
2005,November,Florida,Restaurant,"Chicken, Nuggets/Fingers",,Staphylococcus aureus,,Suspected,2,,
2005,November,Florida,Catering Service,"Chicken, Other",,Clostridium perfringens,,Suspected,338,0,0
2005,November,Florida,School/College/University,"Sandwich, Chicken",,Staphylococcus aureus,,Suspected,8,,
2005,November,Florida,Nursing Home/Assisted Living Facility,Seafood Salad; Chicken Salad,,,,,7,,
2005,November,Florida,Restaurant; Private Home/Residence,"Fish, Swordfish; Fish, Tuna; Seabass, Unspecified",,Heavy metals,,Confirmed,2,0,0
2005,November,Florida,Restaurant,"Squid/Calamari, Unspecified",,,,,2,,
2005,November,Florida,Restaurant,"Fried Onions/Onion Rings, Unspecified",,,,,3,,
2005,November,Florida,Private Home/Residence,Other Vegetable,,Salmonella enterica,,Confirmed,10,,
2005,November,Florida,Restaurant,"Pizza, Meat And Vegetable",,,,,9,,
2005,November,Hawaii,,Spam,,Staphylococcus aureus,,Confirmed,7,0,0
2005,November,Illinois,Restaurant,,,Norovirus genogroup I,,Confirmed,48,2,0
2005,November,Illinois,Private Home/Residence,,,,,,13,2,0
2005,November,Illinois,Restaurant; Private Home/Residence; Office/Indoor Workplace; Hospital,,,Norovirus genogroup I,,Suspected,15,1,0
2005,November,Illinois,Restaurant,,,,,,3,0,0
2005,November,Iowa,School/College/University,,,Norovirus genogroup I,,Suspected,17,0,0
2005,November,Iowa,Catering Service,"Sandwich, Red Meat-Based",Sauces/ Dressings,Clostridium perfringens,,Confirmed,56,0,0
2005,November,Iowa,Restaurant,"Taco, Chicken",Chicken,Clostridium perfringens,,Suspected,11,0,0
2005,November,Kansas,Restaurant,,,,,,2,0,0
2005,November,Maryland,Restaurant; Private Home/Residence; Grocery Store,,,,,,15,0,0
2005,November,Massachusetts,Restaurant; Private Home/Residence,Mung Bean Sprouts,,Salmonella enterica,Braenderup,Confirmed,2,0,0
2005,November,Michigan,Office/Indoor Workplace,Macaroni Salad,,,,,6,0,0
2005,November,Michigan,Restaurant,"Lettuce Based Salads; Cottage Cheese, Unspecified",,,,,4,0,0
2005,November,Michigan,Religious Facility,"Sandwich, Other; Vanilla Cake",,Salmonella enterica,Heidelberg,Confirmed,75,5,0
2005,November,Minnesota,Private Home/Residence,"Ham, Unspecified",,Norovirus genogroup I,,Confirmed,6,0,0
2005,November,Multistate,Private Home/Residence,"Whole Milk, Unpasteurized",,"Escherichia coli, Shiga toxin-producing",O157:H7,Confirmed,18,5,0
2005,November,Multistate,Private Home/Residence,Stuffed Chicken,Chicken,Salmonella enterica; Salmonella enterica; Salmonella enterica,Enteritidis; Typhimurium; Kentucky,Confirmed; Confirmed; Confirmed,44,2,0
2005,November,Multistate,Restaurant,Roma Tomato,Vine-Stalk Eg. Tomato,Salmonella enterica,Braenderup,Confirmed,84,8,0
2005,November,New Jersey,Restaurant,Buffet,,Norovirus unknown,,Suspected,48,,
2005,November,New Mexico,School/College/University,,,Norovirus unknown,,Confirmed,35,0,0
2005,November,New York,,Yellowfin Tuna,Fin Fish,Scombroid toxin,,Confirmed,2,0,0
2005,November,New York,Restaurant,"Pizza, Cheese; Potato Chips; Ice Cream, Commercial",Bread; Root (Eg. Potato); Ice Cream,Norovirus genogroup I,,Suspected,18,0,0
2005,November,New York,Restaurant; Private Home/Residence,,,Clostridium perfringens,,Confirmed,8,0,0
2005,November,New York,Banquet Facility,,,Rotavirus,,Suspected,30,0,0
2005,November,North Carolina,Restaurant,,,Norovirus genogroup I,,Confirmed,27,,
2005,November,North Carolina,,,,,,,18,,
2005,November,Ohio,School/College/University,"Lettuce, Unspecified",,Norovirus genogroup I,,Confirmed,14,0,0
2005,November,Ohio,School/College/University,Turkey Dishes,,Clostridium perfringens,,Confirmed,21,0,0
2005,November,Ohio,Private Home/Residence,"Ground Beef, Unspecified",,,,,4,,
2005,November,Ohio,Restaurant,,,Norovirus genogroup I,,Confirmed,9,0,0
2005,November,Ohio,Restaurant,,,,,,2,0,0
2005,November,Ohio,Banquet Facility,,,Norovirus genogroup I,,Confirmed,110,0,0
2005,November,Oregon,Private Home/Residence,"Punch, Unspecified",,Norovirus unknown,,Suspected,12,0,0
2005,November,Tennessee,Restaurant,,,Norovirus genogroup I,GI_1,Confirmed,11,0,0
2005,November,Tennessee,School/College/University,,,,,,100,0,0
2005,November,Virginia,Restaurant; Office/Indoor Workplace,"Sandwich, Chicken",Chicken,Staphylococcus aureus,,Confirmed,6,2,
2005,November,Washington,Banquet Facility,,,Norovirus genogroup I,,Suspected,19,,0
2005,November,Wisconsin,Restaurant,Breads,,Norovirus genogroup I,,Confirmed,13,0,0
2005,December,California,Restaurant,,,Chemical or toxin,,Suspected,7,0,0
2005,December,California,Restaurant,"Turkey, Unspecified",,Clostridium perfringens; Bacillus cereus,,Suspected; Suspected,26,1,1
2005,December,California,Restaurant,"Sandwich, Unspecified",,Norovirus genogroup I,,Suspected,25,0,0
2005,December,California,Restaurant,"Soup, Clam Chowder",,Norovirus genogroup I,,Suspected,4,0,0
2005,December,California,Restaurant,,,Norovirus genogroup I,,Suspected,13,0,0
2005,December,California,Restaurant; Banquet Facility,Multiple Foods,,Norovirus genogroup I,,Confirmed,90,0,0
2005,December,California,Restaurant,"Soup, Broccoli",,Chemical or toxin,,Suspected,4,0,0
2005,December,California,Restaurant,"Chicken, Other",,Clostridium perfringens; Bacillus cereus,,Suspected; Suspected,5,0,0
2005,December,California,Restaurant,"Salad, Other",,Norovirus genogroup I,,Suspected,2,0,0
2005,December,California,Restaurant,"Seafood Dish, Unspecified",Egg,Salmonella enterica,Enteritidis,Confirmed,4,,
2005,December,California,Catering Service,"Chicken, Other",,Salmonella other,,Confirmed,12,1,0
2005,December,California,Restaurant; Private Home/Residence,Chips And Salsa,"Fruit, Unspecified; Leafy Green; Vine-Stalk Eg. Tomato",Norovirus genogroup I,,Suspected,19,1,0
2005,December,Colorado,Restaurant,"Pork, Other",Pork,Clostridium perfringens,,Suspected,5,0,0
2005,December,Colorado,Restaurant,,,Norovirus genogroup I,,Suspected,3,0,0
2005,December,Colorado,,"Whole Milk, Unpasteurized",Milk,Campylobacter jejuni,,Confirmed,22,0,0
2005,December,Connecticut,Restaurant,,,Norovirus genogroup II,Unknown,Confirmed,8,0,0
2005,December,Connecticut,Banquet Facility,"Steak, Prime Rib",,Norovirus genogroup II,Unknown,Confirmed,23,1,0
2005,December,Florida,Restaurant,,,,,,2,,
2005,December,Florida,Restaurant,Red Snapper,,,,,11,0,0
